,NRM_REGION,CATCHMENT,MMP_SITE_NAME,DEPTH,SITE_NO,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,YEAR_CODE,SAMPLE_DATE,GROUP_CODE,COVER,ALGAE_COVER,SOFT_COVER,HARD_COVER
784,Burdekin,Burdekin,Palms East,5,1,-18.571733,146.495067,IN,15,2019,2019-06-19,Algae,41.54,41.54,2.75,36.31
788,Burdekin,Burdekin,Palms East,5,2,-18.57445,146.49715,IN,15,2019,2019-06-19,Algae,38.75,38.75,3.38,50.25
792,Burdekin,Burdekin,Palms East,5,1,-18.571733,146.495067,IN,16,2020,2020-04-03,Algae,40.0,40.0,3.0,38.88
796,Burdekin,Burdekin,Palms East,5,2,-18.57445,146.49715,IN,16,2020,2020-04-03,Algae,36.25,36.25,3.75,53.25
800,Burdekin,Burdekin,Palms West,2,1,-18.569117,146.482317,IN,1,2005,2005-09-10,Algae,67.13,67.13,18.13,8.75
804,Burdekin,Burdekin,Palms West,2,2,-18.540583,146.488767,IN,1,2005,2005-09-02,Algae,50.13,50.13,36.13,9.75
808,Burdekin,Burdekin,Palms West,2,1,-18.569117,146.482317,IN,2,2006,2006-08-25,Algae,62.5,62.5,19.63,7.5
812,Burdekin,Burdekin,Palms West,2,2,-18.540583,146.488767,IN,2,2006,2006-08-25,Algae,53.13,53.13,33.61,9.96
816,Burdekin,Burdekin,Palms West,2,1,-18.569117,146.482317,IN,3,2007,2007-06-18,Algae,51.63,51.63,32.88,8.88
820,Burdekin,Burdekin,Palms West,2,2,-18.540583,146.488767,IN,3,2007,2007-06-18,Algae,46.5,46.5,37.25,12.5
824,Burdekin,Burdekin,Palms West,2,1,-18.569117,146.482317,IN,4,2008,2008-07-10,Algae,60.13,60.13,26.63,7.0
828,Burdekin,Burdekin,Palms West,2,2,-18.540583,146.488767,IN,4,2008,2008-07-10,Algae,59.13,59.13,24.88,10.25
832,Burdekin,Burdekin,Palms West,2,1,-18.569117,146.482317,IN,5,2009,2009-06-18,Algae,56.63,56.63,19.13,13.0
836,Burdekin,Burdekin,Palms West,2,2,-18.540583,146.488767,IN,5,2009,2009-06-18,Algae,63.63,63.63,20.63,8.0
840,Burdekin,Burdekin,Palms West,2,1,-18.569117,146.482317,IN,6,2010,2010-07-04,Algae,37.63,37.63,15.25,4.88
844,Burdekin,Burdekin,Palms West,2,2,-18.540583,146.488767,IN,6,2010,2010-07-05,Algae,40.75,40.75,18.38,2.88
848,Burdekin,Burdekin,Palms West,2,1,-18.569117,146.482317,IN,7,2011,2011-06-07,Algae,40.25,40.25,12.25,5.63
852,Burdekin,Burdekin,Palms West,2,2,-18.540583,146.488767,IN,7,2011,2011-06-07,Algae,48.0,48.0,15.5,6.25
856,Burdekin,Burdekin,Palms West,2,1,-18.569117,146.482317,IN,8,2012,2012-06-18,Algae,48.88,48.88,11.88,5.88
860,Burdekin,Burdekin,Palms West,2,2,-18.540583,146.488767,IN,8,2012,2012-06-18,Algae,42.5,42.5,14.38,4.38
864,Burdekin,Burdekin,Palms West,2,1,-18.569117,146.482317,IN,9,2013,2013-06-23,Algae,42.25,42.25,14.88,5.38
868,Burdekin,Burdekin,Palms West,2,2,-18.540583,146.488767,IN,9,2013,2013-06-23,Algae,45.88,45.88,19.75,3.5
872,Burdekin,Burdekin,Palms West,2,1,-18.569117,146.482317,IN,10,2014,2014-05-24,Algae,41.38,41.38,20.38,8.0
876,Burdekin,Burdekin,Palms West,2,2,-18.540583,146.488767,IN,10,2014,2014-06-30,Algae,45.45,45.45,17.65,6.26
880,Burdekin,Burdekin,Palms West,2,1,-18.569117,146.482317,IN,11,2015,2015-06-16,Algae,32.13,32.13,29.38,10.13
884,Burdekin,Burdekin,Palms West,2,2,-18.540583,146.488767,IN,11,2015,2015-06-16,Algae,41.75,41.75,22.63,8.38
888,Burdekin,Burdekin,Palms West,2,1,-18.569117,146.482317,IN,12,2016,2016-06-07,Algae,31.5,31.5,33.5,11.63
892,Burdekin,Burdekin,Palms West,2,2,-18.540583,146.488767,IN,12,2016,2016-06-07,Algae,37.38,37.38,26.5,10.63
896,Burdekin,Burdekin,Palms West,2,1,-18.569117,146.482317,IN,13,2017,2017-05-10,Algae,43.38,43.38,19.5,7.0
900,Burdekin,Burdekin,Palms West,2,2,-18.540583,146.488767,IN,13,2017,2017-05-10,Algae,44.13,44.13,12.88,9.75
904,Burdekin,Burdekin,Palms West,2,1,-18.569117,146.482317,IN,14,2018,2018-05-11,Algae,40.88,40.88,17.25,4.5
908,Burdekin,Burdekin,Palms West,2,2,-18.540583,146.488767,IN,14,2018,2018-05-11,Algae,46.88,46.88,15.75,7.5
912,Burdekin,Burdekin,Palms West,2,1,-18.569117,146.482317,IN,15,2019,2019-05-09,Algae,26.63,26.63,33.0,8.13
916,Burdekin,Burdekin,Palms West,2,2,-18.540583,146.488767,IN,15,2019,2019-05-09,Algae,44.0,44.0,19.5,8.88
920,Burdekin,Burdekin,Palms West,2,1,-18.569117,146.482317,IN,16,2020,2020-04-03,Algae,33.0,33.0,28.38,7.88
924,Burdekin,Burdekin,Palms West,2,2,-18.540583,146.488767,IN,16,2020,2020-04-03,Algae,36.0,36.0,18.13,10.88
928,Burdekin,Burdekin,Palms West,5,1,-18.569067,146.482017,IN,1,2005,2005-09-02,Algae,34.91,34.91,35.18,13.26
932,Burdekin,Burdekin,Palms West,5,2,-18.540583,146.48855,IN,1,2005,2005-09-02,Algae,57.63,57.63,28.0,4.88
936,Burdekin,Burdekin,Palms West,5,1,-18.569067,146.482017,IN,2,2006,2006-08-25,Algae,54.96,54.96,20.52,11.76
940,Burdekin,Burdekin,Palms West,5,2,-18.540583,146.48855,IN,2,2006,2006-08-25,Algae,49.43,49.43,30.81,10.39
944,Burdekin,Burdekin,Palms West,5,1,-18.569067,146.482017,IN,3,2007,2007-06-18,Algae,41.56,41.56,40.43,10.76
948,Burdekin,Burdekin,Palms West,5,2,-18.540583,146.48855,IN,3,2007,2007-06-18,Algae,50.71,50.71,34.87,6.77
952,Burdekin,Burdekin,Palms West,5,1,-18.569067,146.482017,IN,4,2008,2008-07-10,Algae,41.25,41.25,32.38,15.5
956,Burdekin,Burdekin,Palms West,5,2,-18.540583,146.48855,IN,4,2008,2008-07-10,Algae,49.38,49.38,33.13,8.13
960,Burdekin,Burdekin,Palms West,5,1,-18.569067,146.482017,IN,5,2009,2009-06-18,Algae,56.13,56.13,18.88,13.63
964,Burdekin,Burdekin,Palms West,5,2,-18.540583,146.48855,IN,5,2009,2009-06-18,Algae,53.75,53.75,25.13,9.38
968,Burdekin,Burdekin,Palms West,5,1,-18.569067,146.482017,IN,6,2010,2010-07-04,Algae,55.69,55.69,17.41,9.26
972,Burdekin,Burdekin,Palms West,5,2,-18.540583,146.48855,IN,6,2010,2010-07-05,Algae,56.13,56.13,26.63,7.5
976,Burdekin,Burdekin,Palms West,5,1,-18.569067,146.482017,IN,7,2011,2011-06-07,Algae,50.88,50.88,18.25,9.88
980,Burdekin,Burdekin,Palms West,5,2,-18.540583,146.48855,IN,7,2011,2011-06-07,Algae,52.75,52.75,25.63,8.63
984,Burdekin,Burdekin,Palms West,5,1,-18.569067,146.482017,IN,8,2012,2012-06-18,Algae,55.5,55.5,17.63,8.5
988,Burdekin,Burdekin,Palms West,5,2,-18.540583,146.48855,IN,8,2012,2012-06-18,Algae,57.25,57.25,24.38,10.0
992,Burdekin,Burdekin,Palms West,5,1,-18.569067,146.482017,IN,9,2013,2013-06-23,Algae,54.5,54.5,20.75,7.63
996,Burdekin,Burdekin,Palms West,5,2,-18.540583,146.48855,IN,9,2013,2013-06-23,Algae,53.38,53.38,27.13,7.75
1000,Burdekin,Burdekin,Palms West,5,1,-18.569067,146.482017,IN,10,2014,2014-05-24,Algae,56.63,56.63,18.88,10.0
1004,Burdekin,Burdekin,Palms West,5,2,-18.540583,146.48855,IN,10,2014,2014-06-30,Algae,40.75,40.75,35.5,13.13
1008,Burdekin,Burdekin,Palms West,5,1,-18.569067,146.482017,IN,11,2015,2015-06-16,Algae,41.25,41.25,28.63,10.63
1012,Burdekin,Burdekin,Palms West,5,2,-18.540583,146.48855,IN,11,2015,2015-06-16,Algae,44.88,44.88,36.38,8.25
1016,Burdekin,Burdekin,Palms West,5,1,-18.569067,146.482017,IN,12,2016,2016-06-07,Algae,42.13,42.13,27.13,13.38
1020,Burdekin,Burdekin,Palms West,5,2,-18.540583,146.48855,IN,12,2016,2016-06-07,Algae,48.38,48.38,28.75,12.25
1024,Burdekin,Burdekin,Palms West,5,1,-18.569067,146.482017,IN,13,2017,2017-05-10,Algae,47.63,47.63,22.63,9.63
1028,Burdekin,Burdekin,Palms West,5,2,-18.540583,146.48855,IN,13,2017,2017-05-10,Algae,51.13,51.13,25.38,13.75
1032,Burdekin,Burdekin,Palms West,5,1,-18.569067,146.482017,IN,14,2018,2018-05-11,Algae,53.0,53.0,19.63,9.63
1036,Burdekin,Burdekin,Palms West,5,2,-18.540583,146.48855,IN,14,2018,2018-05-11,Algae,53.63,53.63,20.38,14.63
1040,Burdekin,Burdekin,Palms West,5,1,-18.569067,146.482017,IN,15,2019,2019-05-09,Algae,41.75,41.75,24.0,11.5
1044,Burdekin,Burdekin,Palms West,5,2,-18.540583,146.48855,IN,15,2019,2019-05-09,Algae,52.25,52.25,20.25,11.63
1048,Burdekin,Burdekin,Palms West,5,1,-18.569067,146.482017,IN,16,2020,2020-04-03,Algae,44.75,44.75,27.38,9.63
1052,Burdekin,Burdekin,Palms West,5,2,-18.540583,146.48855,IN,16,2020,2020-04-03,Algae,52.88,52.88,18.5,13.0
1056,Burdekin,Burdekin,Pandora,2,1,-18.814033,146.435983,IN,1,2005,2005-05-19,Algae,91.63,91.63,0.88,7.0
1060,Burdekin,Burdekin,Pandora,2,2,-18.8164,146.434067,IN,1,2005,2005-05-19,Algae,92.86,92.86,0.5,5.13
1064,Burdekin,Burdekin,Pandora,2,1,-18.814033,146.435983,IN,2,2006,2006-08-23,Algae,99.25,99.25,0.0,0.38
1068,Burdekin,Burdekin,Pandora,2,2,-18.8164,146.434067,IN,2,2006,2006-08-24,Algae,94.85,94.85,0.0,2.63
1072,Burdekin,Burdekin,Pandora,2,1,-18.814033,146.435983,IN,3,2007,2007-07-04,Algae,93.22,93.22,0.0,5.53
1076,Burdekin,Burdekin,Pandora,2,2,-18.8164,146.434067,IN,3,2007,2007-07-04,Algae,93.88,93.88,0.25,4.25
1080,Burdekin,Burdekin,Pandora,2,1,-18.814033,146.435983,IN,4,2008,2008-06-04,Algae,94.13,94.13,0.75,4.5
1084,Burdekin,Burdekin,Pandora,2,2,-18.8164,146.434067,IN,4,2008,2008-06-04,Algae,90.88,90.88,0.0,5.13
1088,Burdekin,Burdekin,Pandora,2,1,-18.814033,146.435983,IN,5,2009,2009-06-19,Algae,93.75,93.75,0.0,4.25
1092,Burdekin,Burdekin,Pandora,2,2,-18.8164,146.434067,IN,5,2009,2009-06-19,Algae,94.0,94.0,0.13,3.88
1096,Burdekin,Burdekin,Pandora,2,1,-18.814033,146.435983,IN,6,2010,2010-06-06,Algae,93.63,93.63,0.0,3.88
1100,Burdekin,Burdekin,Pandora,2,2,-18.8164,146.434067,IN,6,2010,2010-06-06,Algae,87.75,87.75,0.0,3.88
1104,Burdekin,Burdekin,Pandora,2,1,-18.814033,146.435983,IN,7,2011,2011-08-17,Algae,76.5,76.5,0.13,1.38
1108,Burdekin,Burdekin,Pandora,2,2,-18.8164,146.434067,IN,7,2011,2011-08-17,Algae,68.63,68.63,0.63,6.38
1112,Burdekin,Burdekin,Pandora,2,1,-18.814033,146.435983,IN,8,2012,2012-06-17,Algae,83.25,83.25,0.0,2.13
1116,Burdekin,Burdekin,Pandora,2,2,-18.8164,146.434067,IN,8,2012,2012-06-17,Algae,77.88,77.88,0.88,7.38
1120,Burdekin,Burdekin,Pandora,2,1,-18.814033,146.435983,IN,9,2013,2013-06-24,Algae,86.13,86.13,0.0,1.0
1124,Burdekin,Burdekin,Pandora,2,2,-18.8164,146.434067,IN,9,2013,2013-06-24,Algae,77.38,77.38,0.38,6.25
1128,Burdekin,Burdekin,Pandora,2,1,-18.814033,146.435983,IN,10,2014,2014-06-29,Algae,89.98,89.98,0.0,1.25
1132,Burdekin,Burdekin,Pandora,2,2,-18.8164,146.434067,IN,10,2014,2014-06-29,Algae,77.0,77.0,0.25,5.5
1136,Burdekin,Burdekin,Pandora,2,1,-18.814033,146.435983,IN,12,2016,2016-05-10,Algae,86.25,86.25,0.0,3.88
1140,Burdekin,Burdekin,Pandora,2,2,-18.8164,146.434067,IN,12,2016,2016-05-09,Algae,73.5,73.5,0.63,8.63
1144,Burdekin,Burdekin,Pandora,2,1,-18.814033,146.435983,IN,13,2017,2017-05-09,Algae,89.5,89.5,0.25,3.38
1148,Burdekin,Burdekin,Pandora,2,2,-18.8164,146.434067,IN,13,2017,2017-05-09,Algae,65.88,65.88,0.88,8.0
1152,Burdekin,Burdekin,Pandora,2,1,-18.814033,146.435983,IN,14,2018,2018-05-10,Algae,78.38,78.38,0.63,8.25
1156,Burdekin,Burdekin,Pandora,2,2,-18.8164,146.434067,IN,14,2018,2018-05-10,Algae,60.13,60.13,0.13,9.13
1160,Burdekin,Burdekin,Pandora,2,1,-18.814033,146.435983,IN,16,2020,2020-04-05,Algae,79.1,79.1,0.13,9.0
1164,Burdekin,Burdekin,Pandora,2,2,-18.8164,146.434067,IN,16,2020,2020-04-05,Algae,61.5,61.5,0.25,12.0
1168,Burdekin,Burdekin,Pandora,5,1,-18.81405,146.436317,IN,1,2005,2005-05-19,Algae,87.25,87.25,0.63,12.13
1172,Burdekin,Burdekin,Pandora,5,2,-18.8168,146.434567,IN,1,2005,2005-05-19,Algae,76.75,76.75,1.5,20.75
1176,Burdekin,Burdekin,Pandora,5,1,-18.81405,146.436317,IN,2,2006,2006-08-23,Algae,94.38,94.38,0.0,5.13
1180,Burdekin,Burdekin,Pandora,5,2,-18.8168,146.434567,IN,2,2006,2006-08-24,Algae,78.74,78.74,1.13,18.75
1184,Burdekin,Burdekin,Pandora,5,1,-18.81405,146.436317,IN,3,2007,2007-07-04,Algae,85.86,85.86,0.0,12.63
1188,Burdekin,Burdekin,Pandora,5,2,-18.8168,146.434567,IN,3,2007,2007-07-04,Algae,77.7,77.7,0.63,19.67
1192,Burdekin,Burdekin,Pandora,5,1,-18.81405,146.436317,IN,4,2008,2008-06-04,Algae,86.0,86.0,0.0,12.88
1196,Burdekin,Burdekin,Pandora,5,2,-18.8168,146.434567,IN,4,2008,2008-06-04,Algae,72.88,72.88,0.38,25.38
1200,Burdekin,Burdekin,Pandora,5,1,-18.81405,146.436317,IN,5,2009,2009-06-19,Algae,96.75,96.75,0.0,1.25
1204,Burdekin,Burdekin,Pandora,5,2,-18.8168,146.434567,IN,5,2009,2009-06-19,Algae,79.75,79.75,0.63,17.63
1208,Burdekin,Burdekin,Pandora,5,1,-18.81405,146.436317,IN,6,2010,2010-06-06,Algae,94.75,94.75,0.13,2.63
1212,Burdekin,Burdekin,Pandora,5,2,-18.8168,146.434567,IN,6,2010,2010-06-06,Algae,76.88,76.88,0.5,17.25
1216,Burdekin,Burdekin,Pandora,5,1,-18.81405,146.436317,IN,7,2011,2011-08-17,Algae,72.88,72.88,0.0,0.13
1220,Burdekin,Burdekin,Pandora,5,2,-18.8168,146.434567,IN,7,2011,2011-06-25,Algae,78.25,78.25,0.0,9.75
1224,Burdekin,Burdekin,Pandora,5,1,-18.81405,146.436317,IN,8,2012,2012-06-17,Algae,84.63,84.63,0.0,0.13
1228,Burdekin,Burdekin,Pandora,5,2,-18.8168,146.434567,IN,8,2012,2012-06-17,Algae,81.25,81.25,0.38,11.75
1232,Burdekin,Burdekin,Pandora,5,1,-18.81405,146.436317,IN,9,2013,2013-06-24,Algae,92.5,92.5,0.0,0.25
1236,Burdekin,Burdekin,Pandora,5,2,-18.8168,146.434567,IN,9,2013,2013-06-24,Algae,82.88,82.88,0.63,10.63
1240,Burdekin,Burdekin,Pandora,5,1,-18.81405,146.436317,IN,10,2014,2014-06-29,Algae,87.63,87.63,0.13,1.38
1244,Burdekin,Burdekin,Pandora,5,2,-18.8168,146.434567,IN,10,2014,2014-06-29,Algae,81.75,81.75,0.25,11.38
1248,Burdekin,Burdekin,Pandora,5,1,-18.81405,146.436317,IN,12,2016,2016-05-10,Algae,85.75,85.75,0.0,1.75
1252,Burdekin,Burdekin,Pandora,5,2,-18.8168,146.434567,IN,12,2016,2016-05-09,Algae,80.75,80.75,1.0,13.13
1256,Burdekin,Burdekin,Pandora,5,1,-18.81405,146.436317,IN,13,2017,2017-05-09,Algae,84.63,84.63,0.25,4.0
1260,Burdekin,Burdekin,Pandora,5,2,-18.8168,146.434567,IN,13,2017,2017-05-09,Algae,77.88,77.88,0.38,16.63
1264,Burdekin,Burdekin,Pandora,5,1,-18.81405,146.436317,IN,14,2018,2018-05-10,Algae,74.25,74.25,0.5,3.88
1268,Burdekin,Burdekin,Pandora,5,2,-18.8168,146.434567,IN,14,2018,2018-05-10,Algae,74.63,74.63,1.38,16.63
1272,Burdekin,Burdekin,Pandora,5,1,-18.81405,146.436317,IN,16,2020,2020-04-05,Algae,70.0,70.0,0.38,11.75
1276,Burdekin,Burdekin,Pandora,5,2,-18.8168,146.434567,IN,16,2020,2020-04-05,Algae,74.25,74.25,0.5,18.13
1280,Fitzroy Basin Association,Fitzroy,Barren,2,1,-23.157567,151.070467,IN,1,2005,2005-04-16,Algae,38.25,38.25,9.75,49.38
1284,Fitzroy Basin Association,Fitzroy,Barren,2,2,-23.1565,151.07295,IN,1,2005,2005-04-16,Algae,32.25,32.25,20.88,43.88
1288,Fitzroy Basin Association,Fitzroy,Barren,2,1,-23.157567,151.070467,IN,2,2006,2006-10-25,Algae,45.17,45.17,20.55,34.03
1292,Fitzroy Basin Association,Fitzroy,Barren,2,2,-23.1565,151.07295,IN,2,2006,2006-10-25,Algae,38.02,38.02,17.44,41.29
1296,Fitzroy Basin Association,Fitzroy,Barren,2,1,-23.157567,151.070467,IN,3,2007,2007-06-11,Algae,31.28,31.28,22.78,43.02
1300,Fitzroy Basin Association,Fitzroy,Barren,2,2,-23.1565,151.07295,IN,3,2007,2007-06-11,Algae,32.77,32.77,19.46,43.01
1304,Fitzroy Basin Association,Fitzroy,Barren,2,1,-23.157567,151.070467,IN,4,2008,2008-04-26,Algae,71.5,71.5,4.13,20.5
1308,Fitzroy Basin Association,Fitzroy,Barren,2,2,-23.1565,151.07295,IN,4,2008,2008-04-26,Algae,59.5,59.5,4.0,33.0
1312,Fitzroy Basin Association,Fitzroy,Barren,2,1,-23.157567,151.070467,IN,5,2009,2009-05-21,Algae,53.5,53.5,11.13,31.38
1316,Fitzroy Basin Association,Fitzroy,Barren,2,2,-23.1565,151.07295,IN,5,2009,2009-05-21,Algae,43.0,43.0,14.75,38.88
1320,Fitzroy Basin Association,Fitzroy,Barren,2,1,-23.157567,151.070467,IN,6,2010,2010-05-25,Algae,69.25,69.25,3.63,24.5
1324,Fitzroy Basin Association,Fitzroy,Barren,2,2,-23.1565,151.07295,IN,6,2010,2010-05-25,Algae,50.25,50.25,7.88,36.13
1328,Fitzroy Basin Association,Fitzroy,Barren,2,1,-23.157567,151.070467,IN,7,2011,2011-05-10,Algae,54.0,54.0,15.25,25.63
1332,Fitzroy Basin Association,Fitzroy,Barren,2,2,-23.1565,151.07295,IN,7,2011,2011-05-10,Algae,42.25,42.25,6.13,45.25
1336,Fitzroy Basin Association,Fitzroy,Barren,2,1,-23.157567,151.070467,IN,8,2012,2012-05-11,Algae,42.5,42.5,17.25,36.13
1340,Fitzroy Basin Association,Fitzroy,Barren,2,2,-23.1565,151.07295,IN,8,2012,2012-05-11,Algae,35.13,35.13,8.25,51.5
1344,Fitzroy Basin Association,Fitzroy,Barren,2,1,-23.157567,151.070467,IN,9,2013,2013-05-22,Algae,74.0,74.0,0.13,19.25
1348,Fitzroy Basin Association,Fitzroy,Barren,2,2,-23.1565,151.07295,IN,9,2013,2013-05-22,Algae,64.25,64.25,1.0,28.88
1352,Fitzroy Basin Association,Fitzroy,Barren,2,1,-23.157567,151.070467,IN,10,2014,2014-05-01,Algae,69.68,69.68,1.63,24.57
1356,Fitzroy Basin Association,Fitzroy,Barren,2,2,-23.1565,151.07295,IN,10,2014,2014-05-01,Algae,65.13,65.13,1.25,26.5
1360,Fitzroy Basin Association,Fitzroy,Barren,2,1,-23.157567,151.070467,IN,11,2015,2015-05-12,Algae,81.75,81.75,0.25,12.13
1364,Fitzroy Basin Association,Fitzroy,Barren,2,2,-23.1565,151.07295,IN,11,2015,2015-05-12,Algae,68.88,68.88,0.25,23.5
1368,Fitzroy Basin Association,Fitzroy,Barren,2,1,-23.157567,151.070467,IN,13,2017,2017-05-14,Algae,73.63,73.63,0.88,21.63
1372,Fitzroy Basin Association,Fitzroy,Barren,2,2,-23.1565,151.07295,IN,13,2017,2017-05-14,Algae,65.25,65.25,0.38,26.0
1376,Fitzroy Basin Association,Fitzroy,Barren,2,1,-23.157567,151.070467,IN,15,2019,2019-05-01,Algae,50.15,50.15,12.33,31.47
1380,Fitzroy Basin Association,Fitzroy,Barren,2,2,-23.1565,151.07295,IN,15,2019,2019-05-01,Algae,47.25,47.25,3.13,41.0
1384,Fitzroy Basin Association,Fitzroy,Barren,2,1,-23.157567,151.070467,IN,16,2020,2020-05-01,Algae,50.5,50.5,8.75,34.38
1388,Fitzroy Basin Association,Fitzroy,Barren,2,2,-23.1565,151.07295,IN,16,2020,2020-05-01,Algae,38.0,38.0,3.75,52.38
1392,Fitzroy Basin Association,Fitzroy,Barren,5,1,-23.157483,151.070467,IN,1,2005,2005-04-16,Algae,10.25,10.25,4.88,84.63
1396,Fitzroy Basin Association,Fitzroy,Barren,5,2,-23.156583,151.0729,IN,1,2005,2005-04-16,Algae,8.38,8.38,1.38,90.25
1400,Fitzroy Basin Association,Fitzroy,Barren,5,1,-23.157483,151.070467,IN,2,2006,2006-10-25,Algae,31.0,31.0,2.89,66.11
1404,Fitzroy Basin Association,Fitzroy,Barren,5,2,-23.156583,151.0729,IN,2,2006,2006-10-25,Algae,38.33,38.33,2.29,59.38
1408,Fitzroy Basin Association,Fitzroy,Barren,5,1,-23.157483,151.070467,IN,3,2007,2007-06-11,Algae,22.53,22.53,6.0,71.47
1412,Fitzroy Basin Association,Fitzroy,Barren,5,2,-23.156583,151.0729,IN,3,2007,2007-06-11,Algae,26.86,26.86,1.76,71.25
1416,Fitzroy Basin Association,Fitzroy,Barren,5,1,-23.157483,151.070467,IN,4,2008,2008-04-26,Algae,43.0,43.0,0.75,56.25
1420,Fitzroy Basin Association,Fitzroy,Barren,5,2,-23.156583,151.0729,IN,4,2008,2008-04-26,Algae,42.88,42.88,1.13,55.88
1424,Fitzroy Basin Association,Fitzroy,Barren,5,1,-23.157483,151.070467,IN,5,2009,2009-05-21,Algae,28.38,28.38,2.63,68.75
1428,Fitzroy Basin Association,Fitzroy,Barren,5,2,-23.156583,151.0729,IN,5,2009,2009-05-21,Algae,30.63,30.63,0.25,69.13
1432,Fitzroy Basin Association,Fitzroy,Barren,5,1,-23.157483,151.070467,IN,6,2010,2010-05-25,Algae,32.25,32.25,1.88,64.5
1436,Fitzroy Basin Association,Fitzroy,Barren,5,2,-23.156583,151.0729,IN,6,2010,2010-05-25,Algae,26.64,26.64,0.62,68.78
1440,Fitzroy Basin Association,Fitzroy,Barren,5,1,-23.157483,151.070467,IN,7,2011,2011-05-10,Algae,39.38,39.38,1.5,59.0
1444,Fitzroy Basin Association,Fitzroy,Barren,5,2,-23.156583,151.0729,IN,7,2011,2011-05-10,Algae,40.13,40.13,0.38,59.38
1448,Fitzroy Basin Association,Fitzroy,Barren,5,1,-23.157483,151.070467,IN,8,2012,2012-05-11,Algae,30.23,30.23,2.36,67.28
1452,Fitzroy Basin Association,Fitzroy,Barren,5,2,-23.156583,151.0729,IN,8,2012,2012-05-11,Algae,21.5,21.5,0.63,77.88
1456,Fitzroy Basin Association,Fitzroy,Barren,5,1,-23.157483,151.070467,IN,9,2013,2013-05-22,Algae,62.13,62.13,0.38,37.25
1460,Fitzroy Basin Association,Fitzroy,Barren,5,2,-23.156583,151.0729,IN,9,2013,2013-05-22,Algae,58.13,58.13,0.25,41.13
1464,Fitzroy Basin Association,Fitzroy,Barren,5,1,-23.157483,151.070467,IN,10,2014,2014-05-01,Algae,61.84,61.84,1.25,36.91
1468,Fitzroy Basin Association,Fitzroy,Barren,5,2,-23.156583,151.0729,IN,10,2014,2014-05-01,Algae,63.88,63.88,0.0,36.0
1472,Fitzroy Basin Association,Fitzroy,Barren,5,1,-23.157483,151.070467,IN,11,2015,2015-05-12,Algae,63.45,63.45,3.63,32.67
1476,Fitzroy Basin Association,Fitzroy,Barren,5,2,-23.156583,151.0729,IN,11,2015,2015-05-12,Algae,65.0,65.0,0.0,34.5
1480,Fitzroy Basin Association,Fitzroy,Barren,5,1,-23.157483,151.070467,IN,13,2017,2017-05-14,Algae,47.88,47.88,8.88,43.25
1484,Fitzroy Basin Association,Fitzroy,Barren,5,2,-23.156583,151.0729,IN,13,2017,2017-05-14,Algae,54.38,54.38,0.0,45.63
1488,Fitzroy Basin Association,Fitzroy,Barren,5,1,-23.157483,151.070467,IN,15,2019,2019-05-01,Algae,27.75,27.75,11.25,61.0
1492,Fitzroy Basin Association,Fitzroy,Barren,5,2,-23.156583,151.0729,IN,15,2019,2019-05-01,Algae,32.67,32.67,0.25,67.08
1496,Fitzroy Basin Association,Fitzroy,Barren,5,1,-23.157483,151.070467,IN,16,2020,2020-05-01,Algae,28.88,28.88,3.63,66.88
1500,Fitzroy Basin Association,Fitzroy,Barren,5,2,-23.156583,151.0729,IN,16,2020,2020-05-01,Algae,23.0,23.0,0.5,76.13
1504,Fitzroy Basin Association,Fitzroy,Keppels South,2,1,-23.21615,150.963783,IN,1,2005,2005-04-11,Algae,48.13,48.13,8.0,30.38
1508,Fitzroy Basin Association,Fitzroy,Keppels South,2,2,-23.202467,150.969783,IN,1,2005,2005-04-14,Algae,13.63,13.63,0.0,86.38
1512,Fitzroy Basin Association,Fitzroy,Keppels South,2,1,-23.21615,150.963783,IN,2,2006,2006-10-26,Algae,41.38,41.38,10.63,29.75
1516,Fitzroy Basin Association,Fitzroy,Keppels South,2,2,-23.202467,150.969783,IN,2,2006,2006-10-26,Algae,38.26,38.26,0.0,61.62
1520,Fitzroy Basin Association,Fitzroy,Keppels South,2,1,-23.21615,150.963783,IN,3,2007,2007-06-10,Algae,43.65,43.65,13.45,32.72
1524,Fitzroy Basin Association,Fitzroy,Keppels South,2,2,-23.202467,150.969783,IN,3,2007,2007-06-10,Algae,25.5,25.5,0.0,74.38
1528,Fitzroy Basin Association,Fitzroy,Keppels South,2,1,-23.21615,150.963783,IN,4,2008,2008-04-26,Algae,41.75,41.75,15.5,37.13
1532,Fitzroy Basin Association,Fitzroy,Keppels South,2,2,-23.202467,150.969783,IN,4,2008,2008-04-27,Algae,36.75,36.75,0.0,63.25
1536,Fitzroy Basin Association,Fitzroy,Keppels South,2,1,-23.21615,150.963783,IN,5,2009,2009-05-21,Algae,32.63,32.63,13.0,42.88
1540,Fitzroy Basin Association,Fitzroy,Keppels South,2,2,-23.202467,150.969783,IN,5,2009,2009-05-22,Algae,33.5,33.5,0.0,66.38
1544,Fitzroy Basin Association,Fitzroy,Keppels South,2,1,-23.21615,150.963783,IN,6,2010,2010-05-26,Algae,33.25,33.25,10.13,41.5
1548,Fitzroy Basin Association,Fitzroy,Keppels South,2,2,-23.202467,150.969783,IN,6,2010,2010-05-26,Algae,36.38,36.38,0.0,63.25
